sig_i,entry_i,exit_i,sig_t,entry_t,exit_t,hour_utc,date_utc,dir_state,dir_score,range_pctl,rp_bucket,entry,sl,tp,exit,reason,risk,pnl,R,MAE_R,MFE_R
435,436,436,2026-01-07 13:00:00+00:00,2026-01-07 13:15:00+00:00,2026-01-07 13:15:00+00:00,13,2026-01-07,BEAR,-0.8688326890016034,0.0798611111111111,"[0.06,0.08)",91855.1,92043.2642857143,91478.77142857143,92043.2642857143,SL,188.16428571428696,-188.16428571428696,-1.0,2.0949777929620477,0.11532475420421401
469,470,473,2026-01-07 21:30:00+00:00,2026-01-07 21:45:00+00:00,2026-01-07 22:30:00+00:00,21,2026-01-07,BEAR,-0.51825474936632,0.003472222222222222,"[0.00,0.02)",91083.2,91333.64285714286,90582.31428571428,91333.64285714286,SL,250.44285714285797,-250.44285714285797,-1.0,1.1124294107581052,0.9622953625007098
473,474,474,2026-01-07 22:30:00+00:00,2026-01-07 22:45:00+00:00,2026-01-07 22:45:00+00:00,22,2026-01-07,BEAR,-0.4542845058812598,0.0798611111111111,"[0.06,0.08)",91015.2,91234.79285714285,90576.0142857143,91234.79285714285,SL,219.59285714285215,-219.59285714285215,-1.0,1.0533129492893063,0.3811599388478632
503,504,506,2026-01-08 06:00:00+00:00,2026-01-08 06:15:00+00:00,2026-01-08 06:45:00+00:00,6,2026-01-08,BEAR,-0.6223218115772918,0.03819444444444445,"[0.02,0.04)",90491.8,90725.19285714286,90025.0142857143,90025.0142857143,TP,233.39285714285506,466.7857142857101,2.0,0.00042846212697101037,2.842417750573896
514,515,530,2026-01-08 08:45:00+00:00,2026-01-08 09:00:00+00:00,2026-01-08 12:45:00+00:00,8,2026-01-08,BEAR,-0.6132124984006172,0.0625,"[0.06,0.08)",90200.0,90493.21428571429,89613.57142857142,89953.8,TIME,293.2142857142899,246.1999999999971,0.8396589524969331,0.9071863580998654,1.59064555420215
527,528,536,2026-01-08 12:00:00+00:00,2026-01-08 12:15:00+00:00,2026-01-08 14:15:00+00:00,12,2026-01-08,BEAR,-0.36755933387234574,0.0763888888888889,"[0.06,0.08)",89852.7,90119.15714285713,89319.78571428572,89319.78571428572,TP,266.4571428571362,532.9142857142724,2.0,0.8263993137465249,2.074254771606303
531,532,536,2026-01-08 13:00:00+00:00,2026-01-08 13:15:00+00:00,2026-01-08 14:15:00+00:00,13,2026-01-08,BEAR,-0.5481507790963622,0.04861111111111111,"[0.04,0.06)",89942.4,90190.95,89445.29999999999,89445.29999999999,TP,248.5500000000029,497.1000000000058,2.0,0.5250452625226251,2.5845906256285924
532,533,536,2026-01-08 13:15:00+00:00,2026-01-08 13:30:00+00:00,2026-01-08 14:15:00+00:00,13,2026-01-08,BEAR,-0.5445039488516098,0.06944444444444445,"[0.06,0.08)",90038.1,90280.33571428571,89553.62857142859,89553.62857142859,TP,242.23571428570722,484.47142857141444,2.0,0.12260784949723451,3.047032111579743
533,534,536,2026-01-08 13:30:00+00:00,2026-01-08 13:45:00+00:00,2026-01-08 14:15:00+00:00,13,2026-01-08,BEAR,-0.4343024307264259,0.0798611111111111,"[0.06,0.08)",89990.6,90220.03571428572,89531.72857142857,89531.72857142857,TP,229.43571428571886,458.8714285714377,2.0,0.15690669655365336,3.009993462220942
618,619,629,2026-01-09 10:45:00+00:00,2026-01-09 11:00:00+00:00,2026-01-09 13:30:00+00:00,10,2026-01-09,BEAR,-0.8530604357497426,0.03125,"[0.02,0.04)",90443.5,90701.87142857142,89926.75714285715,90701.87142857142,SL,258.37142857142317,-258.37142857142317,-1.0,2.153875926130754,1.0720999668251912
622,623,627,2026-01-09 11:45:00+00:00,2026-01-09 12:00:00+00:00,2026-01-09 13:00:00+00:00,11,2026-01-09,BEAR,-0.7164177508125117,0.04861111111111111,"[0.04,0.06)",90398.1,90619.73571428572,89954.82857142857,90619.73571428572,SL,221.63571428571595,-221.63571428571595,-1.0,1.0075091043861593,1.0449579425698725
