tf,line,start_ts,end_ts,length_bars,value,duration_days
M30,kijun,2023-01-03 00:00:00,2023-01-03 10:00:00,21,16719.25,0.4166666666666667
M30,kijun,2023-01-18 16:30:00,2023-01-19 02:30:00,21,21029.0,0.4166666666666667
M30,kijun,2023-04-12 15:00:00,2023-04-13 01:00:00,21,30050.0,0.4166666666666667
M30,kijun,2023-06-14 20:30:00,2023-06-15 06:30:00,21,25448.05,0.4166666666666667
M30,kijun,2023-06-22 16:00:00,2023-06-23 02:00:00,21,29927.0,0.4166666666666667
M30,kijun,2023-07-10 22:30:00,2023-07-11 08:30:00,21,30570.0,0.4166666666666667
M30,kijun,2023-08-01 03:30:00,2023-08-01 13:30:00,21,29011.0,0.4166666666666667
M30,kijun,2023-08-11 16:30:00,2023-08-12 02:30:00,21,29392.55,0.4166666666666667
M30,kijun,2023-10-22 08:00:00,2023-10-22 18:00:00,21,29918.15,0.4166666666666667
M30,kijun,2023-11-09 16:30:00,2023-11-10 02:30:00,21,36901.95,0.4166666666666667
M30,kijun,2023-11-17 17:00:00,2023-11-18 03:00:00,21,36444.4,0.4166666666666667
M30,kijun,2024-01-01 01:30:00,2024-01-01 11:30:00,21,42457.55,0.4166666666666667
M30,kijun,2024-01-03 12:00:00,2024-01-03 22:00:00,21,42957.65,0.4166666666666667
M30,kijun,2024-01-11 17:00:00,2024-01-12 03:00:00,21,47313.75,0.4166666666666667
M30,kijun,2024-01-17 17:00:00,2024-01-18 03:00:00,21,42567.45,0.4166666666666667
M30,kijun,2024-01-20 10:00:00,2024-01-20 20:00:00,21,41617.5,0.4166666666666667
M30,kijun,2024-02-02 16:00:00,2024-02-03 02:00:00,21,42996.35,0.4166666666666667
M30,kijun,2024-02-03 17:30:00,2024-02-04 03:30:00,21,43061.3,0.4166666666666667
M30,kijun,2024-03-27 16:00:00,2024-03-28 02:00:00,21,70126.4,0.4166666666666667
M30,kijun,2024-03-29 16:00:00,2024-03-30 02:00:00,21,69852.4,0.4166666666666667
M30,kijun,2024-08-25 00:00:00,2024-08-25 10:00:00,21,64035.85,0.4166666666666667
M30,kijun,2025-01-10 17:30:00,2025-01-11 03:30:00,21,94028.05,0.4166666666666667
M30,kijun,2025-02-04 22:00:00,2025-02-05 08:00:00,21,98421.8,0.4166666666666667
M30,kijun,2025-02-14 17:30:00,2025-02-15 03:30:00,21,97509.25,0.4166666666666667
M30,kijun,2025-03-12 15:00:00,2025-03-13 01:00:00,21,82532.75,0.4166666666666667
M30,kijun,2025-03-20 16:30:00,2025-03-21 02:30:00,21,85051.8,0.4166666666666667
M30,kijun,2025-04-30 14:00:00,2025-05-01 00:00:00,21,94017.3,0.4166666666666667
M30,kijun,2025-06-28 16:00:00,2025-06-29 02:00:00,21,107288.9,0.4166666666666667
M30,kijun,2025-11-03 16:30:00,2025-11-04 02:30:00,21,106790.0,0.4166666666666667
M30,kijun,2025-12-15 02:00:00,2025-12-15 12:00:00,21,88738.35,0.4166666666666667
M30,kijun,2026-01-02 17:00:00,2026-01-03 03:00:00,21,89673.15,0.4166666666666667
M30,kijun,2026-01-12 16:30:00,2026-01-13 02:30:00,21,91182.5,0.4166666666666667
M30,kijun,2026-01-23 17:30:00,2026-01-24 03:30:00,21,89862.5,0.4166666666666667
M30,kijun,2019-11-07 22:00:00,2019-11-08 07:30:00,20,9180.1,0.3958333333333333
M30,kijun,2019-11-12 15:00:00,2019-11-13 00:30:00,20,8720.59,0.3958333333333333
M30,kijun,2019-11-28 22:30:00,2019-11-29 08:00:00,20,7499.5,0.3958333333333333
